run_id,snapshot_ts,symbol,expiration_date,dte,stock_price,short_strike,long_strike,width,premium,premium_per_width,max_profit,max_loss,risk_reward_ratio,ev_score,short_delta,short_iv,atm_iv,skew_ratio,skew_diff,earnings_within_dte,candidate_status,selected,rejection_reason_primary,rejection_reason_flags
20260319_110841,2026-03-19T11:08:41.684431,CF,2026-05-01,43,129.025,105.0,100.0,5,-10.0,-0.02,-10.0,510.0,,,0.147210805,0.6379,0.5691,1.1209,0.0688,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,CF,2026-05-01,43,129.025,106.0,,,,,,,,,0.154548289,0.6284,0.5691,1.1043,0.0593,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,CF,2026-05-01,43,129.025,107.0,,,,,,,,,0.162103384,0.6185,0.5691,1.0868,0.0494,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,CF,2026-05-01,43,129.025,108.0,,,,,,,,,0.170187425,0.6091,0.5691,1.0703,0.04,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,CF,2026-05-01,43,129.025,109.0,,,,,,,,,0.179646632,0.6028,0.5691,1.0593,0.0337,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,GDX,2026-05-01,43,82.15,60.0,,,,,,,,,0.060635141,0.6362,0.5449,1.1676,0.0913,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GDX,2026-05-01,43,82.15,65.0,,,,,,,,,0.10887438,0.6057,0.5449,1.1115,0.0608,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GDX,2026-05-01,43,82.15,70.0,65.0,5,26.0,0.052,26.0,474.0,18.2308,,0.177603028,0.5656,0.5449,1.038,0.0207,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,GDX,2026-05-01,43,82.15,75.0,,,,,,,,,0.279355934,0.5441,0.5449,0.9986,-0.0007,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GDX,2026-05-01,43,82.15,80.0,,,,,,,,,0.40513903,0.5418,0.5449,0.9944,-0.003,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,NEM,2026-05-01,43,97.555,70.0,,,,,,,,,0.055806313,0.652,0.5342,1.2205,0.1178,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,NEM,2026-05-01,43,97.555,75.0,,,,,,,,,0.093260584,0.6297,0.5342,1.1787,0.0954,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,NEM,2026-05-01,43,97.555,80.0,75.0,5,-142.0,-0.284,-142.0,642.0,,,0.143314038,0.5982,0.5342,1.1198,0.064,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,NEM,2026-05-01,43,97.555,85.0,,,,,,,,,0.214384771,0.5774,0.5342,1.0809,0.0432,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,NEM,2026-05-01,43,97.555,90.0,,,,,,,,,0.301157906,0.5464,0.5342,1.0227,0.0121,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GLW,2026-05-01,43,132.19,95.0,,,,,,,,,0.089581123,0.7933,0.6563,1.2088,0.137,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GLW,2026-05-01,43,132.19,100.0,,,,,,,,,0.117026094,0.7634,0.6563,1.1633,0.1072,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GLW,2026-05-01,43,132.19,105.0,100.0,5,-74.0,-0.148,-74.0,574.0,,,0.148685887,0.7266,0.6563,1.1071,0.0703,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,GLW,2026-05-01,43,132.19,110.0,,,,,,,,,0.191315448,0.7066,0.6563,1.0768,0.0504,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,GLW,2026-05-01,43,132.19,115.0,,,,,,,,,0.24400124,0.7014,0.6563,1.0688,0.0451,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,INDA,2026-05-15,57,47.335,41.0,,,,,,,,,0.098167007,0.2945,0.1565,1.8818,0.138,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,INDA,2026-05-15,57,47.335,42.0,,,,,,,,,0.138897256,0.2945,0.1565,1.8818,0.138,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,INDA,2026-05-15,57,47.335,43.0,,,,,,,,,0.165100779,0.2637,0.1565,1.6849,0.1072,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,INDA,2026-05-15,57,47.335,44.0,,,,,,,,,0.200505242,0.2329,0.1565,1.4885,0.0764,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,INDA,2026-05-15,57,47.335,45.0,,,,,,,,,0.255319634,0.2077,0.1565,1.3272,0.0512,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWZ,2026-05-01,43,36.175,29.0,,,,,,,,,0.070113089,0.4606,0.3429,1.343,0.1176,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWZ,2026-05-01,43,36.175,30.0,,,,,,,,,0.106320249,0.4667,0.3429,1.361,0.1238,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWZ,2026-05-01,43,36.175,31.0,28.0,3,,,,,,,0.144492847,0.4573,0.3429,1.3334,0.1143,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,EWZ,2026-05-01,43,36.175,32.0,,,,,,,,,0.188722921,0.4421,0.3429,1.2892,0.0992,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,EWZ,2026-05-01,43,36.175,32.5,,,,,,,,,0.212668479,0.4308,0.3429,1.2562,0.0878,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,WDC,2026-05-01,43,310.0,230.0,,,,,,,,,0.135888792,0.9236,0.7935,1.164,0.1301,2026-04-29,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,WDC,2026-05-01,43,310.0,235.0,,,,,,,,,0.148041423,0.9063,0.7935,1.1423,0.1129,2026-04-29,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,WDC,2026-05-01,43,310.0,240.0,,,,,,,,,0.161468354,0.8915,0.7935,1.1236,0.098,2026-04-29,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,WDC,2026-05-01,43,310.0,245.0,240.0,5,-70.0,-0.14,-70.0,570.0,,,0.178322339,0.8906,0.7935,1.1225,0.0972,2026-04-29,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,WDC,2026-05-01,43,310.0,250.0,245.0,5,-55.0,-0.11,-55.0,555.0,,,0.195930226,0.8899,0.7935,1.1216,0.0965,2026-04-29,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,GIS,2026-05-15,57,37.665,27.5,,,,,,,,,0.072337436,0.5923,0.3423,1.7305,0.25,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GIS,2026-05-15,57,37.665,30.0,,,,,,,,,0.100564709,0.4861,0.3423,1.4202,0.1438,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GIS,2026-05-15,57,37.665,32.5,27.5,5,,,,,,,0.149178025,0.3865,0.3423,1.1292,0.0442,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,GIS,2026-05-15,57,37.665,35.0,,,,,,,,,0.274946714,0.3501,0.3423,1.023,0.0079,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GIS,2026-05-15,57,37.665,37.5,,,,,,,,,0.460506858,0.3423,0.3423,1.0,0.0,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,BSX,2026-05-01,43,71.03,59.0,,,,,,,,,0.130642,0.5217,0.4353,1.1985,0.0864,2026-04-22,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,BSX,2026-05-01,43,71.03,60.0,,,,,,,,,0.14750459,0.5112,0.4353,1.1744,0.0759,2026-04-22,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,BSX,2026-05-01,43,71.03,61.0,,,,,,,,,0.16536012,0.4988,0.4353,1.1458,0.0634,2026-04-22,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,BSX,2026-05-01,43,71.03,62.0,59.0,3,-170.0,-0.5667,-170.0,470.0,,,0.185005098,0.486,0.4353,1.1164,0.0507,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,BSX,2026-05-01,43,71.03,63.0,,,,,,,,,0.205965677,0.4713,0.4353,1.0828,0.036,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,USO,2026-05-01,43,121.67,85.0,,,,,,,,,0.078273447,0.8145,0.908,0.897,-0.0935,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,USO,2026-05-01,43,121.67,90.0,,,,,,,,,0.114732507,0.8242,0.908,0.9077,-0.0838,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,USO,2026-05-01,43,121.67,95.0,90.0,5,25.0,0.05,25.0,475.0,19.0,,0.156876009,0.8283,0.908,0.9122,-0.0797,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,USO,2026-05-01,43,121.67,97.0,,,,,,,,,0.176187694,0.8338,0.908,0.9182,-0.0742,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,USO,2026-05-01,43,121.67,98.0,,,,,,,,,0.185930692,0.8354,0.908,0.9201,-0.0725,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,LITE,2026-05-01,43,737.51,545.0,540.0,5,-530.0,-1.06,-530.0,1030.0,,,0.150391697,1.0274,0.944,1.0883,0.0833,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LITE,2026-05-01,43,737.51,550.0,,,,,,,,,0.155735537,1.0223,0.944,1.0829,0.0783,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,LITE,2026-05-01,43,737.51,555.0,550.0,5,-500.0,-1.0,-500.0,1000.0,,,0.161132369,1.0169,0.944,1.0772,0.0728,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LITE,2026-05-01,43,737.51,560.0,555.0,5,-470.0,-0.94,-470.0,970.0,,,0.166767387,1.0122,0.944,1.0722,0.0681,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LITE,2026-05-01,43,737.51,565.0,560.0,5,-290.0,-0.58,-290.0,790.0,,,0.173150809,1.0117,0.944,1.0716,0.0676,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,FSLY,2026-05-01,43,25.777,19.0,,,,,,,,,0.126824401,0.8992,0.8822,1.0193,0.017,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,FSLY,2026-05-01,43,25.777,19.5,16.0,3.5,,,,,,,0.142081333,0.8833,0.8822,1.0013,0.0011,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,FSLY,2026-05-01,43,25.777,20.0,17.0,3,0.0,0.0,0.0,300.0,,,0.160978017,0.8797,0.8822,0.9972,-0.0025,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,FSLY,2026-05-01,43,25.777,20.5,17.0,3.5,20.0,0.0571,20.0,330.0,16.5,,0.18080798,0.8747,0.8822,0.9916,-0.0074,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,FSLY,2026-05-01,43,25.777,21.0,,,,,,,,,0.201509094,0.8681,0.8822,0.984,-0.0141,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,ACN,2026-05-01,43,204.46,165.0,,,,,,,,,0.111711587,0.5557,0.4177,1.3305,0.138,2026-03-19,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,ACN,2026-05-01,43,204.46,170.0,,,,,,,,,0.131783058,0.5219,0.4177,1.2495,0.1042,2026-03-19,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,ACN,2026-05-01,43,204.46,175.0,170.0,5,-190.0,-0.38,-190.0,690.0,,,0.155768587,0.4873,0.4177,1.1667,0.0696,2026-03-19,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,ACN,2026-05-01,43,204.46,180.0,,,,,,,,,0.187735087,0.4587,0.4177,1.0984,0.0411,2026-03-19,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,ACN,2026-05-01,43,204.46,185.0,,,,,,,,,0.227580475,0.4323,0.4177,1.035,0.0146,2026-03-19,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWY,2026-05-01,43,131.68,95.0,,,,,,,,,0.085925924,0.772,0.5911,1.3062,0.181,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWY,2026-05-01,43,131.68,100.0,,,,,,,,,0.111282023,0.7345,0.5911,1.2428,0.1435,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EWY,2026-05-01,43,131.68,105.0,100.0,5,-20.0,-0.04,-20.0,520.0,,,0.143945379,0.702,0.5911,1.1877,0.1109,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,EWY,2026-05-01,43,131.68,110.0,105.0,5,35.0,0.07,35.0,465.0,13.2857,,0.188300587,0.6866,0.5911,1.1616,0.0955,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,EWY,2026-05-01,43,131.68,114.0,,,,,,,,,0.228430331,0.6716,0.5911,1.1363,0.0806,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LQD,2026-05-01,43,108.995,103.0,,,,,,,,,0.100667487,0.1311,0.0935,1.4023,0.0376,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LQD,2026-05-01,43,108.995,104.0,,,,,,,,,0.123388785,0.1199,0.0935,1.2831,0.0265,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LQD,2026-05-01,43,108.995,105.0,102.0,3,3.0,0.01,3.0,297.0,99.0,,0.158287269,0.1105,0.0935,1.1825,0.0171,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LQD,2026-05-01,43,108.995,106.0,,,,,,,,,0.210888592,0.1031,0.0935,1.1035,0.0097,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LQD,2026-05-01,43,108.995,106.5,,,,,,,,,0.246032499,0.1005,0.0935,1.0758,0.0071,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,APH,2026-05-15,57,128.82,95.0,,,,,,,,,0.108787511,0.7058,0.5708,1.2365,0.135,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,APH,2026-05-15,57,128.82,100.0,95.0,5,-30.0,-0.06,-30.0,530.0,,,0.140805995,0.6818,0.5708,1.1944,0.111,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,APH,2026-05-15,57,128.82,105.0,100.0,5,-10.0,-0.02,-10.0,510.0,,,0.177244098,0.6508,0.5708,1.1402,0.08,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,APH,2026-05-15,57,128.82,110.0,,,,,,,,,0.222447374,0.6271,0.5708,1.0986,0.0563,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,APH,2026-05-15,57,128.82,115.0,,,,,,,,,0.276313694,0.6109,0.5708,1.0702,0.0401,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EFA,2026-05-01,43,95.775,75.0,,,,,,,,,0.080493709,0.5441,0.2304,2.3615,0.3137,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EFA,2026-05-01,43,95.775,80.0,,,,,,,,,0.102558091,0.4399,0.2304,1.9092,0.2095,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EFA,2026-05-01,43,95.775,85.0,,,,,,,,,0.142811706,0.3449,0.2304,1.497,0.1145,,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,EFA,2026-05-01,43,95.775,90.0,,,,,,,,,0.240135796,0.2758,0.2304,1.1971,0.0454,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,EFA,2026-05-01,43,95.775,92.0,,,,,,,,,0.307069501,0.2557,0.2304,1.11,0.0253,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LYB,2026-05-15,57,74.82,55.0,,,,,,,,,0.076010783,0.5912,0.5153,1.1472,0.0758,2026-04-24,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LYB,2026-05-15,57,74.82,57.5,,,,,,,,,0.109789175,0.6,0.5153,1.1643,0.0847,2026-04-24,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LYB,2026-05-15,57,74.82,60.0,55.0,5,20.0,0.04,20.0,480.0,24.0,,0.145772531,0.5953,0.5153,1.1553,0.08,2026-04-24,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LYB,2026-05-15,57,74.82,62.5,57.5,5,20.0,0.04,20.0,480.0,24.0,,0.183290786,0.5763,0.5153,1.1184,0.061,2026-04-24,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LYB,2026-05-15,57,74.82,65.0,,,,,,,,,0.225955166,0.5531,0.5153,1.0733,0.0378,2026-04-24,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GLD,2026-05-01,43,424.0,375.0,,,,,,,,,0.115625644,0.3144,0.269,1.1688,0.0454,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,GLD,2026-05-01,43,424.0,380.0,375.0,5,15.0,0.03,15.0,485.0,32.3333,,0.13757427,0.3091,0.269,1.149,0.0401,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,GLD,2026-05-01,43,424.0,385.0,380.0,5,25.0,0.05,25.0,475.0,19.0,,0.161417385,0.3019,0.269,1.1226,0.033,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,GLD,2026-05-01,43,424.0,390.0,385.0,5,82.5,0.165,82.5,417.5,5.0606,,0.188368222,0.2944,0.269,1.0945,0.0254,,rejected,False,risk_reward,risk_reward
20260319_110841,2026-03-19T11:08:41.684431,GLD,2026-05-01,43,424.0,395.0,,,,,,,,,0.221691813,0.2907,0.269,1.0807,0.0217,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,IP,2026-05-01,43,34.52,27.0,,,,,,,,,0.110098809,0.642,0.4789,1.3404,0.163,2026-04-29,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,IP,2026-05-01,43,34.52,28.0,25.0,3,,,,,,,0.134958028,0.6116,0.4789,1.277,0.1327,2026-04-29,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,IP,2026-05-01,43,34.52,29.0,,,,,,,,,0.162597014,0.5744,0.4789,1.1993,0.0955,2026-04-29,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,IP,2026-05-01,43,34.52,30.0,27.0,3,,,,,,,0.195633118,0.5355,0.4789,1.1181,0.0566,2026-04-29,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,IP,2026-05-01,43,34.52,31.0,,,,,,,,,0.241223953,0.5118,0.4789,1.0687,0.0329,2026-04-29,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,MDLZ,2026-05-01,43,56.49,48.0,,,,,,,,,0.096701295,0.3832,0.3192,1.2003,0.0639,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,MDLZ,2026-05-01,43,56.49,49.0,,,,,,,,,0.112849115,0.3593,0.3192,1.1256,0.0401,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,MDLZ,2026-05-01,43,56.49,50.0,47.0,3,,,,,,,0.146725133,0.3583,0.3192,1.1225,0.0391,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,MDLZ,2026-05-01,43,56.49,51.0,48.0,3,,,,,,,0.184938844,0.3552,0.3192,1.1126,0.0359,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,MDLZ,2026-05-01,43,56.49,52.0,,,,,,,,,0.226755458,0.3485,0.3192,1.0916,0.0292,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,SNDK,2026-05-01,43,737.615,540.0,535.0,5,-500.0,-1.0,-500.0,1000.0,,,0.148589125,1.0526,0.9615,1.0947,0.091,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,SNDK,2026-05-01,43,737.615,545.0,540.0,5,-400.0,-0.8,-400.0,900.0,,,0.154338534,1.051,0.9615,1.0931,0.0895,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,SNDK,2026-05-01,43,737.615,550.0,545.0,5,-340.0,-0.68,-340.0,840.0,,,0.160107833,1.0489,0.9615,1.0909,0.0874,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,SNDK,2026-05-01,43,737.615,555.0,550.0,5,-540.0,-1.08,-540.0,1040.0,,,0.165903203,1.0462,0.9615,1.0881,0.0847,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,SNDK,2026-05-01,43,737.615,560.0,555.0,5,-530.0,-1.06,-530.0,1030.0,,,0.171730519,1.043,0.9615,1.0848,0.0815,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LRCX,2026-05-01,43,228.05,175.0,,,,,,,,,0.129491794,0.7738,0.6583,1.1755,0.1155,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,LRCX,2026-05-01,43,228.05,180.0,,,,,,,,,0.147257647,0.7489,0.6583,1.1376,0.0906,2026-04-22,rejected,False,short_bid_ask_width,short_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,LRCX,2026-05-01,43,228.05,185.0,180.0,5,-60.0,-0.12,-60.0,560.0,,,0.168687788,0.7303,0.6583,1.1094,0.072,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LRCX,2026-05-01,43,228.05,190.0,185.0,5,-45.0,-0.09,-45.0,545.0,,,0.193190061,0.7149,0.6583,1.0859,0.0566,2026-04-22,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,LRCX,2026-05-01,43,228.05,195.0,,,,,,,,,0.223542586,0.7152,0.6583,1.0865,0.0569,2026-04-22,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,XLP,2026-05-01,43,82.145,70.0,,,,,,,,,0.054894414,0.3009,0.1866,1.612,0.1142,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,XLP,2026-05-01,43,82.145,75.0,70.0,5,,,,,,,0.132383606,0.247,0.1866,1.3234,0.0604,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,XLP,2026-05-01,43,82.145,77.0,75.0,2.0,-57.0,-0.285,-57.0,257.0,,,0.180158843,0.2146,0.1866,1.1501,0.028,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,XLP,2026-05-01,43,82.145,78.0,,,,,,,,,0.216096505,0.201,0.1866,1.0768,0.0143,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,XLP,2026-05-01,43,82.145,79.0,,,,,,,,,0.27581552,0.2032,0.1866,1.0887,0.0166,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,CTRA,2026-05-01,43,34.5099,28.0,,,,,,,,,0.092180463,0.4886,0.3549,1.3765,0.1336,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,CTRA,2026-05-01,43,34.5099,29.0,,,,,,,,,0.108365822,0.4356,0.3549,1.2273,0.0807,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,CTRA,2026-05-01,43,34.5099,30.0,27.0,3,,,,,,,0.142518953,0.4072,0.3549,1.1474,0.0523,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,CTRA,2026-05-01,43,34.5099,31.0,28.0,3,-40.0,-0.1333,-40.0,340.0,,,0.199600308,0.4025,0.3549,1.1342,0.0476,,rejected,False,credit_conservative,credit_conservative
20260319_110841,2026-03-19T11:08:41.684431,CTRA,2026-05-01,43,34.5099,32.0,,,,,,,,,0.264118116,0.3887,0.3549,1.0952,0.0338,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,KR,2026-05-01,43,74.4299,65.0,,,,,,,,,0.121399392,0.3556,0.2672,1.3309,0.0884,,rejected,False,delta_bounds,delta_bounds
20260319_110841,2026-03-19T11:08:41.684431,KR,2026-05-01,43,74.4299,66.0,63.0,3,,,,,,,0.141793587,0.3447,0.2672,1.2902,0.0775,,rejected,False,long_bid_ask_width,long_bid_ask_width
20260319_110841,2026-03-19T11:08:41.684431,KR,2026-05-01,43,74.4299,67.0,64.0,3,,,,,,,0.163663947,0.3311,0.2672,1.2392,0.0639,,rejected,False,long_bid_ask_width,long_bid_ask_width
